year,name,xc,yc,a,b,color
570,Erde,-0.0034922444725002943,-0.016939317888829093,0.9998510932101197,1.0000039707878434,#1f77b4
570,Mars,-0.08988808809921903,0.10775199939003674,1.5195075683258676,1.5205515415916722,#ff6347
570,Jupiter,-0.2330009816055093,0.03650269486847405,5.201145774365157,5.19673321313751,#d2b48c
570,Saturn,-0.24748332145763988,-0.5335270821914022,9.512877894263667,9.544592664525192,#f0e68c
570,Uranus,0.7594071033258211,-0.40622314665370646,19.190136568055536,19.175540604428157,#add8e6
570,Neptun,-0.22319771237832192,-0.13271370194777993,30.049847101638942,30.05862077914465,#4169e1
571,Merkur,-0.0458204039580864,-0.06542446304538156,0.38082219133503936,0.3824144700973584,#aaaaaa
571,Venus,0.0019702869908279643,-0.005028565342976987,0.722296907296929,0.7230887943744342,#f5deb3
571,Erde,-0.0034634375713528905,-0.016935197057764317,0.9998406184145112,0.999990119247135,#1f77b4
571,Mars,-0.08982330791648896,0.1077330210924478,1.5195849904998182,1.5205133636071824,#ff6347
571,Jupiter,-0.23310390319523214,0.03644572366065326,5.201268780501358,5.19672774880673,#d2b48c
571,Saturn,-0.24634449010536608,-0.5329583782320148,9.511473033435326,9.544752296906072,#f0e68c
571,Uranus,0.7593613109160732,-0.4060969941693368,19.19017542650144,19.175369430146706,#add8e6
571,Neptun,-0.22312515808375044,-0.13265661936612339,30.04991480171053,30.05864546549449,#4169e1
572,Merkur,-0.04579676040161622,-0.06543828141321631,0.38081934724595046,0.38241858021262876,#aaaaaa
572,Venus,0.0019310146227962113,-0.0050434876435958564,0.7223026137693025,0.7230854124251977,#f5deb3
572,Erde,-0.0034306092407761684,-0.01695192699132359,0.9998610699796233,0.9999884577066798,#1f77b4
572,Mars,-0.08989248764821962,0.10776405468283345,1.519594147552977,1.5204729453234078,#ff6347
572,Jupiter,-0.23329698127644996,0.036186092458127615,5.201343048522781,5.196975621373044,#d2b48c
572,Saturn,-0.24545374100765202,-0.5322714173967292,9.510635907753809,9.544492576420923,#f0e68c
572,Uranus,0.7593146861843871,-0.4059879388755321,19.190200841815084,19.175227276214212,#add8e6
572,Neptun,-0.22306567705568728,-0.13260885024954736,30.04996946606417,30.058667015967778,#4169e1
573,Merkur,-0.04577618566158199,-0.06545056429612146,0.38081616847526867,0.3824218333252556,#aaaaaa
573,Venus,0.001972739948708366,-0.0050297880163947374,0.7222939211322781,0.7230900608993558,#f5deb3
573,Erde,-0.0034329009590791408,-0.016964766620807575,0.9998677150455906,0.999989258514469,#1f77b4
573,Mars,-0.08990560064957306,0.10777307191306308,1.5195640082895134,1.5204956455056053,#ff6347
573,Jupiter,-0.23334825674840787,0.035848305953234925,5.201199589109599,5.197462315514277,#d2b48c
573,Saturn,-0.24491827100755673,-0.5316649172094635,9.510351326405434,9.543986538278205,#f0e68c
573,Uranus,0.7592646621530984,-0.4058878686064345,19.19021480088673,19.17510338835364,#add8e6
573,Neptun,-0.2230241420789187,-0.13257573953071852,30.05000754011301,30.058681780586483,#4169e1
574,Merkur,-0.04575960640054241,-0.06545803363675635,0.3808153198937527,0.3824271329873987,#aaaaaa
574,Venus,0.001972351940731227,-0.005014712187337245,0.7222960648793346,0.7230825011901303,#f5deb3
574,Erde,-0.0034260527525194827,-0.01693811621611871,0.9998547402017299,0.9999925771810143,#1f77b4
574,Mars,-0.08993706279273182,0.10767860078263553,1.519537108847845,1.520613992445242,#ff6347
574,Jupiter,-0.2332771021353688,0.03565623602179376,5.201155122276524,5.197716703264244,#d2b48c
574,Saturn,-0.2447161790921013,-0.5313290839996374,9.510352094019236,9.543600447146598,#f0e68c
574,Uranus,0.7592072642683065,-0.40578992245526396,19.190216189994704,19.174990695009278,#add8e6
574,Neptun,-0.2230013114738766,-0.13256066338238862,30.050031668862324,30.058684150294,#4169e1
575,Merkur,-0.04574450536738869,-0.06546786113220916,0.3808139597384348,0.3824278090629869,#aaaaaa
575,Venus,0.0019667602299050482,-0.005055332900255155,0.7222952645681096,0.7230892127650468,#f5deb3
575,Erde,-0.003420758749205167,-0.016908049113016764,0.9998440248295584,1.0000061858600562,#1f77b4
575,Mars,-0.08998750254339703,0.10765439896211582,1.5195081442622005,1.5205987440819033,#ff6347
575,Jupiter,-0.23329777567514964,0.03565716992106919,5.201120811990195,5.197733371978851,#d2b48c
575,Saturn,-0.24472739341426003,-0.531403340683199,9.510312905920042,9.543713925235558,#f0e68c
575,Uranus,0.7591406699841605,-0.405692896280294,19.19020184803077,19.17488984571498,#add8e6
575,Neptun,-0.22299689529829847,-0.1325652834615854,30.05004389137528,30.058671206340787,#4169e1
576,Merkur,-0.04573055849277321,-0.06548220387898351,0.3808125971185983,0.3824295517793179,#aaaaaa
576,Venus,0.001968380253167043,-0.005026395140343935,0.7223032070719766,0.7231052271319285,#f5deb3
576,Erde,-0.003418305593060533,-0.01692636240101602,0.9998542867090443,0.9999934023011823,#1f77b4
576,Mars,-0.08992152318768952,0.10770969677182472,1.519559217201853,1.5205257923487085,#ff6347
576,Jupiter,-0.23356160001267628,0.03566640420312007,5.200738383542772,5.197848448037279,#d2b48c
576,Saturn,-0.24477130653315232,-0.5319574416264319,9.510028332478633,9.544556102465021,#f0e68c
576,Uranus,0.75906763283722,-0.4056015349434505,19.19017050795995,19.1748067194977,#add8e6
576,Neptun,-0.22300611027995515,-0.13258601856516466,30.05004861691113,30.05864434145897,#4169e1
577,Merkur,-0.045715052894463294,-0.06549636306179604,0.38080822048610474,0.3824303320636231,#aaaaaa
577,Venus,0.0019526911752480362,-0.005001864620120234,0.7222970507626816,0.7230847193869219,#f5deb3
577,Erde,-0.0034231842970437383,-0.0169468311503043,0.9998705523124114,0.9999909272450658,#1f77b4
577,Mars,-0.09000825496253788,0.1077082951702147,1.519683397569604,1.5204955301448635,#ff6347
577,Jupiter,-0.23395537080537193,0.03546536211667815,5.2002738466283835,5.197862831680087,#d2b48c
577,Saturn,-0.24464441433169437,-0.5329789972232291,9.509524565042373,9.546096470676977,#f0e68c
577,Uranus,0.7589978789316002,-0.4055259192845565,19.190128024045023,19.17474847214052,#add8e6
577,Neptun,-0.22302225016700888,-0.13261614995300025,30.05005078237764,30.058608122834894,#4169e1
578,Merkur,-0.04569269659498427,-0.06550802228495582,0.38080424044216743,0.38243443358726537,#aaaaaa
578,Venus,0.001985952140025724,-0.005027473619163398,0.7222953747916288,0.7230807367973291,#f5deb3
578,Erde,-0.003439720815989367,-0.0169347908986863,0.9998668249172242,0.9999925757850903,#1f77b4
578,Mars,-0.09015912719436808,0.1077507277164139,1.5195453269494696,1.5204649969818265,#ff6347
578,Jupiter,-0.2342054660952688,0.035075178241117694,5.200226796773074,5.197434210562377,#d2b48c
578,Saturn,-0.24415717883150395,-0.5343840502662788,9.509067873025826,9.548048565829717,#f0e68c
578,Uranus,0.7589444652560846,-0.4054747453187676,19.19008814229244,19.174715951457515,#add8e6
578,Neptun,-0.22303931509502778,-0.13264824112265167,30.05005312003959,30.058569493211234,#4169e1
579,Merkur,-0.045671891240575774,-0.06552032396745212,0.3808007228469479,0.3824366615632999,#aaaaaa
579,Venus,0.0019819819269869692,-0.005013229304470645,0.722297395655678,0.7230894910600554,#f5deb3
579,Erde,-0.0034175215156048394,-0.01692426172278691,0.9998445675394307,0.9999889016929928,#1f77b4
579,Mars,-0.09023023808471467,0.10772623137467109,1.5196138333018196,1.5204961893759323,#ff6347
579,Jupiter,-0.23422496039748686,0.034815190511387976,5.20034598047125,5.197051080048248,#d2b48c
579,Saturn,-0.24316782815989332,-0.5360191353134197,9.509085008561154,9.549941938280414,#f0e68c
579,Uranus,0.7589211414328496,-0.40545286783614437,19.190070242040576,19.174702812741614,#add8e6
579,Neptun,-0.22305287540483112,-0.1326755828793473,30.050056218536387,30.05853585074762,#4169e1
580,Merkur,-0.04565683911772407,-0.06553215798122332,0.38079757817247595,0.38243867672392495,#aaaaaa
580,Venus,0.0019400020699005334,-0.0050265718701309895,0.7222983344540364,0.723089522447482,#f5deb3
580,Erde,-0.003398843330657042,-0.016936103085080662,0.9998511944478574,0.9999994109399755,#1f77b4
580,Mars,-0.09032924725733356,0.10757389094189666,1.5194924547463602,1.5205810854325286,#ff6347
580,Jupiter,-0.23432507919778484,0.03495311114597777,5.200377961298282,5.1971868560555174,#d2b48c
580,Saturn,-0.24161591989519055,-0.5376780953515071,9.510003019297393,9.551277756096813,#f0e68c
580,Uranus,0.7589399006740604,-0.40546043420401423,19.190095652984635,19.174697180703895,#add8e6
580,Neptun,-0.22306223248158694,-0.13269795625189537,30.050061449350302,30.058506428824128,#4169e1
